name,dept,adjustedcount,homepage,scholarid,profile_url,image_url,affiliation_from_scholar,keywords,top_papers
Zhi-Hua Zhou,Nanjing University,59.60358,https://cs.nju.edu.cn/zhouzh,rSVIHasAAAAJ,https://scholar.google.com/citations?user=rSVIHasAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rSVIHasAAAAJ&citpid=10,Nanjing University,Artificial Intelligence; Machine Learning; Data Mining,Top 10 algorithms in data mining (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rSVIHasAAAAJ&citation_for_view=rSVIHasAAAAJ:u-x6o8ySG0sC); Isolation forest (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rSVIHasAAAAJ&citation_for_view=rSVIHasAAAAJ:GnPB-g6toBAC); Ensemble Methods: Foundations and Algorithms (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rSVIHasAAAAJ&citation_for_view=rSVIHasAAAAJ:QUX0mv85b1cC)
Lei Chen 0002,HKUST,59.581921,https://www.cse.ust.hk/~leichen,gtglwgYAAAAJ,https://scholar.google.com/citations?user=gtglwgYAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gtglwgYAAAAJ&citpid=3,Hong Kong University of Science and Technology,Human Powered Machine Learning; Databases; Data Mining,Robust and fast similarity search for moving object trajectories (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=gtglwgYAAAAJ&citation_for_view=gtglwgYAAAAJ:u5HHmVD_uO8C); On the marriage of lp-norms and edit distance (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=gtglwgYAAAAJ&citation_for_view=gtglwgYAAAAJ:u-x6o8ySG0sC); K-automorphism: A general framework for privacy preserving network publication (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=gtglwgYAAAAJ&citation_for_view=gtglwgYAAAAJ:IjCSPb-OGe4C)
Jon M. Kleinberg,Cornell University,59.09663,https://www.cs.cornell.edu/home/kleinber,VX7d5EQAAAAJ,https://scholar.google.com/citations?user=VX7d5EQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VX7d5EQAAAAJ&citpid=2,"Professor of Computer Science, Cornell University",algorithms; information networks; social networks; societal aspects of algorithms,Authoritative sources in a hyperlinked environment (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=VX7d5EQAAAAJ&citation_for_view=VX7d5EQAAAAJ:qUcmZB5y_30C); Maximizing the spread of influence through a social network (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=VX7d5EQAAAAJ&citation_for_view=VX7d5EQAAAAJ:hC7cP41nSMkC); The link prediction problem for social networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=VX7d5EQAAAAJ&citation_for_view=VX7d5EQAAAAJ:hFOr9nPyWt4C)
Gaurav S. Sukhatme,University of Southern California,58.123109,http://www-robotics.usc.edu/~gaurav,lRUi-A8AAAAJ,https://scholar.google.com/citations?user=lRUi-A8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lRUi-A8AAAAJ&citpid=3,"Professor, Departments of CS and ECE, USC",Robotics; Artificial Intelligence; Robot Networks; Motion Planning; Machine Learning,"Mobile sensor network deployment using potential fields: A distributed, scalable solution to the area coverage problem (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=lRUi-A8AAAAJ&citation_for_view=lRUi-A8AAAAJ:u-x6o8ySG0sC); Connecting the physical world with pervasive networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=lRUi-A8AAAAJ&citation_for_view=lRUi-A8AAAAJ:u5HHmVD_uO8C); An incremental self-deployment algorithm for mobile sensor networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=lRUi-A8AAAAJ&citation_for_view=lRUi-A8AAAAJ:d1gkVwhDpl0C)"
Jun Zhu 0001,Tsinghua University,58.057359,http://ml.cs.tsinghua.edu.cn/~jun/index.shtml,axsP38wAAAAJ,https://scholar.google.com/citations?user=axsP38wAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=axsP38wAAAAJ&citpid=5,"Professor of Computer Science, Tsinghua University",Machine Learning; Bayesian Methods; Deep Generative Models; Adversarial Robustness; Reinforcement Learning,Boosting adversarial attacks with momentum (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=axsP38wAAAAJ&citation_for_view=axsP38wAAAAJ:52neCvzbxIwC); Grounding dino: Marrying dino with grounded pre-training for open-set object detection (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=axsP38wAAAAJ&citation_for_view=axsP38wAAAAJ:0aNKY9CYzMkC); Dino: Detr with improved denoising anchor boxes for end-to-end object detection (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=axsP38wAAAAJ&citation_for_view=axsP38wAAAAJ:FGHlONkF9GcC)
Andreas Krause 0001,ETH Zurich,57.99814,https://las.inf.ethz.ch/krausea,eDHv58AAAAAJ,https://scholar.google.com/citations?user=eDHv58AAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eDHv58AAAAAJ&citpid=3,"Professor of Computer Science, ETH Zurich",Machine Learning; Artificial Intelligence; Computational Sustainability; Submodularity; Bayesian Optimization,"Cost-effective outbreak detection in networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=eDHv58AAAAAJ&citation_for_view=eDHv58AAAAAJ:d1gkVwhDpl0C); Gaussian process optimization in the bandit setting: No regret and experimental design (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=eDHv58AAAAAJ&citation_for_view=eDHv58AAAAAJ:YOwf2qJgpHMC); Near-optimal sensor placements in Gaussian processes: Theory, efficient algorithms and empirical studies. (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=eDHv58AAAAAJ&citation_for_view=eDHv58AAAAAJ:2osOgNQ5qMEC)"
Christopher D. Manning,Stanford University,57.83559,https://nlp.stanford.edu/~manning,1zmDOdwAAAAJ,https://scholar.google.com/citations?user=1zmDOdwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1zmDOdwAAAAJ&citpid=4,"Professor of Computer Science and Linguistics, Stanford University",Natural Language Processing; Computational Linguistics; Deep Learning,GloVe: Global vectors for word representation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=1zmDOdwAAAAJ&citation_for_view=1zmDOdwAAAAJ:WAzi4Gm8nLoC); Introduction to information retrieval (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=1zmDOdwAAAAJ&citation_for_view=1zmDOdwAAAAJ:AYV8G9fXOwEC); Introduction to Information Retrieval (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=1zmDOdwAAAAJ&citation_for_view=1zmDOdwAAAAJ:VqEBHV59gIcC)
Mohit Bansal,University of North Carolina,56.97307,https://www.cs.unc.edu/~mbansal,DN8QtscAAAAJ,https://scholar.google.com/citations?user=DN8QtscAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DN8QtscAAAAJ&citpid=6,"Parker Distinguished Professor, Computer Science, UNC Chapel Hill",Natural Language Processing; Computer Vision; Machine Learning; Multimodal AI,LXMERT: Learning Cross-Modality Encoder Representations from Transformers (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=DN8QtscAAAAJ&citation_for_view=DN8QtscAAAAJ:XiSMed-E-HIC); End-to-end Relation Extraction using LSTMs on Sequences and Tree Structures (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=DN8QtscAAAAJ&citation_for_view=DN8QtscAAAAJ:9ZlFYXVOiuMC); Beyond the imitation game: Quantifying and extrapolating the capabilities of language models (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=DN8QtscAAAAJ&citation_for_view=DN8QtscAAAAJ:SpbeaW3--B0C)
Pascal Fua,EPFL,56.92627,https://people.epfl.ch/pascal.fua/bio?lang=en,kzFmAkYAAAAJ,https://scholar.google.com/citations?user=kzFmAkYAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kzFmAkYAAAAJ&citpid=2,"Professor Computer Science, EPFL",Computer Vision; Machine Learning; Computer Asisted Eng.; Biomedical Imaging,SLIC Superpixels Compared to State-of-the-art Superpixel Methods (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=kzFmAkYAAAAJ&citation_for_view=kzFmAkYAAAAJ:8xutWZnSdmoC); Brief: Binary robust independent elementary features (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=kzFmAkYAAAAJ&citation_for_view=kzFmAkYAAAAJ:bEWYMUwI8FkC); Epnp: An accurate o (n) solution to the pnp problem (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=kzFmAkYAAAAJ&citation_for_view=kzFmAkYAAAAJ:dhFuZR0502QC)
Daniel Cremers,TU Munich,56.758199,http://vision.in.tum.de/members/cremers,cXQciMEAAAAJ,https://scholar.google.com/citations?user=cXQciMEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cXQciMEAAAAJ&citpid=4,Technical University of Munich,Computer Vision; Machine Learning; Optimization; Robotics,LSD-SLAM: Large-scale direct monocular SLAM (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=cXQciMEAAAAJ&citation_for_view=cXQciMEAAAAJ:0CzhzZyukY4C); Flownet: Learning optical flow with convolutional networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=cXQciMEAAAAJ&citation_for_view=cXQciMEAAAAJ:BJtnxTr0fRcC); Flownet: Learning optical flow with convolutional networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=cXQciMEAAAAJ&citation_for_view=cXQciMEAAAAJ:OBSaB-F7qqsC)
Mirella Lapata,University of Edinburgh,56.2285,http://homepages.inf.ed.ac.uk/mlap,j67B9Q4AAAAJ,https://scholar.google.com/citations?user=j67B9Q4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=j67B9Q4AAAAJ&citpid=4,"School of Informatics, Edinburgh University",natural language processing,"Text summarization with pretrained encoders (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=j67B9Q4AAAAJ&citation_for_view=j67B9Q4AAAAJ:kh2fBNsKQNwC); Don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=j67B9Q4AAAAJ&citation_for_view=j67B9Q4AAAAJ:e_rmSamDkqQC); Long short-term memory-networks for machine reading (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=j67B9Q4AAAAJ&citation_for_view=j67B9Q4AAAAJ:Fu2w8maKXqMC)"
Daniel Cohen-Or,Tel Aviv University,55.40079,http://www.cs.tau.ac.il/~dcor,fAxws1sAAAAJ,https://scholar.google.com/citations?user=fAxws1sAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fAxws1sAAAAJ&citpid=4,"Professor of Computer Science, Tel Aviv University",Graphics; Imaging; Geometric Modeling,An image is worth one word: Personalizing text-to-image generation using textual inversion (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=fAxws1sAAAAJ&citation_for_view=fAxws1sAAAAJ:Xc8JtHQmRf8C); Prompt-to-prompt image editing with cross attention control (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=fAxws1sAAAAJ&citation_for_view=fAxws1sAAAAJ:UO8fSLLLPykC); Laplacian surface editing (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=fAxws1sAAAAJ&citation_for_view=fAxws1sAAAAJ:u-x6o8ySG0sC)
Lior Wolf,Tel Aviv University,55.18135,http://www.cs.tau.ac.il/~wolf,UbFrXTsAAAAJ,https://scholar.google.com/citations?user=UbFrXTsAAAAJ,/citations/images/avatar_scholar_128.png,The School of Computer Science at Tel Aviv University,,Deepface: Closing the gap to human-level performance in face verification (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=UbFrXTsAAAAJ&citation_for_view=UbFrXTsAAAAJ:eMMeJKvmdy0C); Robust object recognition with cortex-like mechanisms (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=UbFrXTsAAAAJ&citation_for_view=UbFrXTsAAAAJ:u5HHmVD_uO8C); Face recognition in unconstrained videos with matched background similarity (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=UbFrXTsAAAAJ&citation_for_view=UbFrXTsAAAAJ:aqlVkmm33-oC)
Masayuki Inaba,University of Tokyo,54.32154,http://www.jsk.t.u-tokyo.ac.jp/~inaba,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE,,,,
Vincent Conitzer,Carnegie Mellon University,54.107313,https://users.cs.duke.edu/~conitzer,juRk4lQAAAAJ,https://scholar.google.com/citations?user=juRk4lQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=juRk4lQAAAAJ&citpid=3,"Professor of CS, Carnegie Mellon University; Professor of CS and Philosophy, University of Oxford",artificial intelligence; computer science; economics; philosophy; game theory,Handbook of computational social choice (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=juRk4lQAAAAJ&citation_for_view=juRk4lQAAAAJ:r_AWSJRzSzQC); Computing the optimal strategy to commit to (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=juRk4lQAAAAJ&citation_for_view=juRk4lQAAAAJ:O3NaXMp0MMsC); New complexity results about Nash equilibria (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=juRk4lQAAAAJ&citation_for_view=juRk4lQAAAAJ:bEWYMUwI8FkC)
Xiaoou Tang,Chinese University of Hong Kong,53.94566,https://www.ie.cuhk.edu.hk/people/xotang.shtml,qpBtpGsAAAAJ,https://scholar.google.com/citations?user=qpBtpGsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qpBtpGsAAAAJ&citpid=2,The Chinese University of Hong Kong,Computer Vision; Pattern Recognition,Image super-resolution using deep convolutional networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=qpBtpGsAAAAJ&citation_for_view=qpBtpGsAAAAJ:TaaCk18tZOkC); Deep learning face attributes in the wild (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=qpBtpGsAAAAJ&citation_for_view=qpBtpGsAAAAJ:-uzm3Y7AvW0C); Single image haze removal using dark channel prior (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=qpBtpGsAAAAJ&citation_for_view=qpBtpGsAAAAJ:j2GSQqY3pL0C)
Yun-Hui Liu 0001,Chinese University of Hong Kong,52.83067,https://www.cse.cuhk.edu.hk/people/faculty/yunhui-liu,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE,,,,
Howie Choset,Carnegie Mellon University,52.775529,http://www.cs.cmu.edu/~./choset,4fvo61oAAAAJ,https://scholar.google.com/citations?user=4fvo61oAAAAJ,/citations/images/avatar_scholar_128.png,"Professor of Robotics, Carnegie Mellon",robotics; snake robots; medical robotics; locomotion; biologically inspired robots,"Springer handbook of robotics (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=4fvo61oAAAAJ&citation_for_view=4fvo61oAAAAJ:Kv9jytqXTosC); Principles of robot motion: theory, algorithms, and implementations (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=4fvo61oAAAAJ&citation_for_view=4fvo61oAAAAJ:u5HHmVD_uO8C); Coverage for robotics?�a survey of recent results (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=4fvo61oAAAAJ&citation_for_view=4fvo61oAAAAJ:u-x6o8ySG0sC)"
Noah A. Smith,University of Washington,52.48421,https://www.cs.washington.edu/people/faculty/nasmith,TjdFs3EAAAAJ,https://scholar.google.com/citations?user=TjdFs3EAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TjdFs3EAAAAJ&citpid=3,University of Washington; Allen Institute for Artificial Intelligence,natural language processing; machine learning; computational social science; computer music,From tweets to polls: Linking text sentiment to public opinion time series (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=TjdFs3EAAAAJ&citation_for_view=TjdFs3EAAAAJ:2osOgNQ5qMEC); Don't stop pretraining: adapt language models to domains and tasks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=TjdFs3EAAAAJ&citation_for_view=TjdFs3EAAAAJ:E6AQKB9d7D8C); Self-instruct: Aligning language models with self-generated instructions (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=TjdFs3EAAAAJ&citation_for_view=TjdFs3EAAAAJ:w1G5vK4DiEkC)
Nuno Vasconcelos,Univ. of California - San Diego,52.38602,http://www.svcl.ucsd.edu/~nuno,Fykyo9gAAAAJ,https://scholar.google.com/citations?user=Fykyo9gAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Fykyo9gAAAAJ&citpid=2,"Professor of Electrical and Computer Engineering, University of California San Diego",computer vision; deep learning; image processing; machine learning; multimedia,Cascade r-cnn: Delving into high quality object detection (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Fykyo9gAAAAJ&citation_for_view=Fykyo9gAAAAJ:edDO8Oi4QzsC); A unified multi-scale deep convolutional neural network for fast object detection (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Fykyo9gAAAAJ&citation_for_view=Fykyo9gAAAAJ:tuHXwOkdijsC); Cascade R-CNN: High quality object detection and instance segmentation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Fykyo9gAAAAJ&citation_for_view=Fykyo9gAAAAJ:WJVC3Jt7v1AC)
Junchi Yan,Shanghai Jiao Tong University,51.614239,http://thinklab.sjtu.edu.cn,ga230VoAAAAJ,https://scholar.google.com/citations?user=ga230VoAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ga230VoAAAAJ&citpid=24,"Fellow of IAPR/IET/AAIA, SJTU (2018-), SII (2024-), AWS (2019-2022), IBM (2011-2018)",AI4Science; Machine Learning; Autonomous Driving,Ternary weight networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=ga230VoAAAAJ&citation_for_view=ga230VoAAAAJ:o-PowTg_VKEC); Transformers in time series: A survey (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=ga230VoAAAAJ&citation_for_view=ga230VoAAAAJ:cF7EPgIk0B4C); R3Det: Refined single-stage detector with feature refinement for rotating object (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=ga230VoAAAAJ&citation_for_view=ga230VoAAAAJ:q0uBw5dMOAkC)
In-So Kweon,KAIST,50.82341,http://rcv.kaist.ac.kr/v2/bbs/member_detail.php?mb_id=%20iskweon,XA8EOlEAAAAJ,https://scholar.google.com/citations?user=XA8EOlEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XA8EOlEAAAAJ&citpid=2,KAIST,Computer Vision; Robotics,Cbam: Convolutional block attention module (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=XA8EOlEAAAAJ&citation_for_view=XA8EOlEAAAAJ:T_0gP6tLVL0C); Bam: Bottleneck attention module (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=XA8EOlEAAAAJ&citation_for_view=XA8EOlEAAAAJ:wgKq3sYidysC); Adaptive support-weight approach for correspondence search (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=XA8EOlEAAAAJ&citation_for_view=XA8EOlEAAAAJ:u5HHmVD_uO8C)
